		  0.000	 -0.619	 -0.124	  0.495	  0.371	 -0.557	  0.186	  0.117	  0.187	  0.269	  0.168	  0.011	  0.235	  0.067	  0.025	 -0.008
          0.034	 -0.594	 -0.065	  0.529	  0.329	 -0.561	  0.233	  0.170	  0.248	  0.335	  0.217	  0.050	  0.269	  0.093	  0.082	 -0.054
          0.035	 -0.584	 -0.043	  0.541	  0.314	 -0.562	  0.249	  0.164	  0.243	  0.333	  0.214	  0.048	  0.266	  0.096	  0.092	 -0.052
          0.036	 -0.576	 -0.030	  0.546	  0.302	 -0.561	  0.259	  0.163	  0.240	  0.331	  0.214	  0.047	  0.267	  0.095	  0.093	 -0.051
          0.037	 -0.571	 -0.022	  0.549	  0.296	 -0.560	  0.263	  0.161	  0.242	  0.332	  0.217	  0.052	  0.271	  0.099	  0.098	 -0.051
          0.038	 -0.567	 -0.028	  0.539	  0.297	 -0.553	  0.256	  0.169	  0.250	  0.342	  0.230	  0.066	  0.283	  0.102	  0.088	 -0.054
          0.039	 -0.558	 -0.030	  0.528	  0.294	 -0.543	  0.249	  0.186	  0.270	  0.360	  0.249	  0.085	  0.299	  0.103	  0.078	 -0.061
          0.040	 -0.549	 -0.015	  0.535	  0.282	 -0.542	  0.260	  0.181	  0.270	  0.364	  0.256	  0.088	  0.305	  0.106	  0.087	 -0.060
          0.041	 -0.546	 -0.009	  0.537	  0.278	 -0.542	  0.264	  0.178	  0.269	  0.367	  0.261	  0.095	  0.308	  0.111	  0.092	 -0.062
          0.042	 -0.537	 -0.007	  0.530	  0.272	 -0.533	  0.262	  0.175	  0.270	  0.369	  0.263	  0.100	  0.310	  0.113	  0.089	 -0.066
          0.043	 -0.527	 -0.007	  0.520	  0.267	 -0.523	  0.257	  0.172	  0.269	  0.368	  0.263	  0.097	  0.309	  0.110	  0.085	 -0.066
          0.044	 -0.526	 -0.002	  0.526	  0.264	 -0.526	  0.263	  0.176	  0.271	  0.369	  0.261	  0.096	  0.309	  0.105	  0.089	 -0.065
          0.045	 -0.524	  0.004	  0.529	  0.260	 -0.526	  0.267	  0.171	  0.267	  0.366	  0.255	  0.090	  0.304	  0.103	  0.094	 -0.064
          0.046	 -0.525	  0.009	  0.534	  0.258	 -0.530	  0.272	  0.163	  0.264	  0.366	  0.253	  0.090	  0.302	  0.108	  0.100	 -0.064
          0.047	 -0.532	  0.011	  0.543	  0.261	 -0.537	  0.277	  0.153	  0.259	  0.362	  0.247	  0.086	  0.301	  0.112	  0.102	 -0.059
          0.048	 -0.536	  0.004	  0.540	  0.267	 -0.538	  0.272	  0.142	  0.250	  0.352	  0.237	  0.077	  0.296	  0.115	  0.101	 -0.051
          0.049	 -0.543	 -0.002	  0.542	  0.273	 -0.543	  0.270	  0.136	  0.242	  0.344	  0.230	  0.070	  0.289	  0.116	  0.105	 -0.043
          0.050	 -0.545	 -0.007	  0.538	  0.276	 -0.541	  0.266	  0.116	  0.228	  0.330	  0.216	  0.057	  0.276	  0.117	  0.106	 -0.036
          0.051	 -0.540	 -0.008	  0.533	  0.275	 -0.537	  0.263	  0.103	  0.218	  0.321	  0.207	  0.048	  0.271	  0.117	  0.106	 -0.029
          0.052	 -0.540	 -0.013	  0.527	  0.277	 -0.534	  0.257	  0.100	  0.216	  0.316	  0.203	  0.043	  0.269	  0.117	  0.101	 -0.022
          0.053	 -0.544	 -0.025	  0.520	  0.284	 -0.532	  0.248	  0.095	  0.211	  0.310	  0.199	  0.041	  0.266	  0.116	  0.093	 -0.019
          0.054	 -0.546	 -0.031	  0.516	  0.288	 -0.531	  0.242	  0.093	  0.209	  0.310	  0.200	  0.039	  0.265	  0.117	  0.087	 -0.018
          0.055	 -0.551	 -0.045	  0.506	  0.298	 -0.529	  0.231	  0.089	  0.206	  0.306	  0.199	  0.038	  0.263	  0.120	  0.080	 -0.013
          0.056	 -0.548	 -0.052	  0.496	  0.301	 -0.522	  0.222	  0.091	  0.207	  0.309	  0.202	  0.043	  0.268	  0.121	  0.072	 -0.011
          0.057	 -0.539	 -0.049	  0.491	  0.294	 -0.515	  0.221	  0.094	  0.213	  0.314	  0.207	  0.048	  0.273	  0.126	  0.068	 -0.011
          0.058	 -0.541	 -0.051	  0.490	  0.296	 -0.515	  0.219	  0.101	  0.219	  0.321	  0.213	  0.054	  0.277	  0.124	  0.069	 -0.012
          0.059	 -0.540	 -0.052	  0.488	  0.296	 -0.514	  0.217	  0.112	  0.228	  0.330	  0.225	  0.064	  0.286	  0.123	  0.059	 -0.013
          0.060	 -0.528	 -0.050	  0.479	  0.289	 -0.504	  0.215	  0.117	  0.234	  0.335	  0.233	  0.074	  0.297	  0.126	  0.052	 -0.012
          0.061	 -0.520	 -0.051	  0.469	  0.285	 -0.494	  0.209	  0.117	  0.234	  0.336	  0.235	  0.080	  0.303	  0.127	  0.047	 -0.009
          0.062	 -0.519	 -0.056	  0.464	  0.287	 -0.491	  0.203	  0.114	  0.231	  0.333	  0.234	  0.082	  0.305	  0.125	  0.041	 -0.006
          0.063	 -0.517	 -0.049	  0.468	  0.283	 -0.492	  0.209	  0.111	  0.226	  0.327	  0.229	  0.080	  0.303	  0.126	  0.043	  0.000
          0.064	 -0.512	 -0.035	  0.477	  0.274	 -0.495	  0.221	  0.098	  0.217	  0.319	  0.218	  0.071	  0.294	  0.129	  0.047	  0.006
          0.065	 -0.506	 -0.020	  0.487	  0.264	 -0.497	  0.234	  0.079	  0.205	  0.306	  0.206	  0.062	  0.286	  0.135	  0.057	  0.011
          0.066	 -0.506	 -0.033	  0.474	  0.270	 -0.490	  0.221	  0.078	  0.203	  0.305	  0.207	  0.064	  0.289	  0.141	  0.050	  0.013
          0.067	 -0.504	 -0.035	  0.470	  0.270	 -0.487	  0.217	  0.070	  0.199	  0.302	  0.203	  0.060	  0.285	  0.148	  0.046	  0.017
          0.068	 -0.503	 -0.015	  0.489	  0.259	 -0.496	  0.237	  0.055	  0.186	  0.287	  0.187	  0.046	  0.273	  0.152	  0.059	  0.020
          0.069	 -0.504	 -0.028	  0.477	  0.266	 -0.490	  0.225	  0.050	  0.177	  0.278	  0.177	  0.038	  0.268	  0.150	  0.052	  0.024
          0.070	 -0.510	 -0.033	  0.478	  0.272	 -0.494	  0.223	  0.043	  0.168	  0.268	  0.168	  0.031	  0.264	  0.148	  0.048	  0.029
          0.071	 -0.515	 -0.046	  0.469	  0.281	 -0.492	  0.211	  0.046	  0.170	  0.271	  0.168	  0.035	  0.269	  0.148	  0.036	  0.033
          0.072	 -0.509	 -0.063	  0.447	  0.286	 -0.478	  0.192	  0.050	  0.173	  0.274	  0.171	  0.037	  0.272	  0.149	  0.030	  0.033
          0.073	 -0.509	 -0.051	  0.459	  0.280	 -0.484	  0.204	  0.046	  0.171	  0.270	  0.168	  0.034	  0.270	  0.148	  0.032	  0.030
          0.074	 -0.506	 -0.036	  0.470	  0.272	 -0.488	  0.217	  0.043	  0.166	  0.264	  0.163	  0.031	  0.270	  0.147	  0.032	  0.032
          0.075	 -0.508	 -0.045	  0.464	  0.277	 -0.485	  0.209	  0.042	  0.161	  0.258	  0.159	  0.025	  0.267	  0.145	  0.036	  0.035
          0.076	 -0.524	 -0.069	  0.456	  0.296	 -0.490	  0.194	  0.050	  0.165	  0.262	  0.164	  0.030	  0.270	  0.139	  0.025	  0.038
          0.077	 -0.527	 -0.083	  0.446	  0.305	 -0.486	  0.181	  0.062	  0.173	  0.268	  0.171	  0.038	  0.279	  0.135	  0.009	  0.040
          0.078	 -0.515	 -0.082	  0.434	  0.298	 -0.474	  0.176	  0.065	  0.177	  0.273	  0.178	  0.046	  0.287	  0.135	  0.000	  0.041
          0.079	 -0.512	 -0.080	  0.434	  0.296	 -0.473	  0.177	  0.070	  0.182	  0.280	  0.185	  0.053	  0.293	  0.134	  0.000	  0.040
          0.080	 -0.520	 -0.091	  0.429	  0.305	 -0.474	  0.169	  0.080	  0.187	  0.283	  0.189	  0.058	  0.297	  0.130	 -0.003	  0.038
          0.081	 -0.529	 -0.093	  0.437	  0.311	 -0.483	  0.172	  0.078	  0.186	  0.281	  0.188	  0.057	  0.295	  0.130	 -0.003	  0.037
          0.082	 -0.540	 -0.088	  0.453	  0.315	 -0.497	  0.182	  0.075	  0.182	  0.278	  0.184	  0.054	  0.290	  0.128	  0.003	  0.034
          0.083	 -0.541	 -0.093	  0.449	  0.318	 -0.495	  0.177	  0.079	  0.183	  0.277	  0.182	  0.050	  0.285	  0.122	 -0.004	  0.032
          0.084	 -0.539	 -0.070	  0.469	  0.304	 -0.504	  0.200	  0.079	  0.179	  0.271	  0.176	  0.038	  0.274	  0.120	  0.009	  0.028
          0.085	 -0.549	 -0.066	  0.483	  0.307	 -0.516	  0.209	  0.075	  0.175	  0.269	  0.170	  0.030	  0.266	  0.120	  0.016	  0.022
          0.086	 -0.561	 -0.099	  0.464	  0.330	 -0.512	  0.182	  0.077	  0.178	  0.271	  0.170	  0.030	  0.266	  0.117	  0.002	  0.022
          0.087	 -0.569	 -0.114	  0.456	  0.341	 -0.512	  0.171	  0.078	  0.178	  0.270	  0.169	  0.029	  0.264	  0.113	 -0.003	  0.025
          0.088	 -0.576	 -0.135	  0.441	  0.355	 -0.508	  0.153	  0.075	  0.173	  0.263	  0.161	  0.019	  0.257	  0.107	 -0.015	  0.026
          0.089	 -0.589	 -0.125	  0.465	  0.357	 -0.527	  0.170	  0.060	  0.156	  0.247	  0.144	  0.001	  0.238	  0.103	  0.003	  0.024
          0.090	 -0.604	 -0.092	  0.512	  0.348	 -0.558	  0.210	  0.051	  0.143	  0.236	  0.134	 -0.011	  0.226	  0.100	  0.038	  0.020
          0.091	 -0.609	 -0.090	  0.519	  0.349	 -0.564	  0.215	  0.051	  0.143	  0.236	  0.133	 -0.013	  0.223	  0.096	  0.046	  0.018
          0.092	 -0.607	 -0.103	  0.504	  0.355	 -0.555	  0.201	  0.060	  0.149	  0.241	  0.138	 -0.010	  0.224	  0.091	  0.037	  0.015
          0.093	 -0.615	 -0.116	  0.499	  0.365	 -0.557	  0.192	  0.074	  0.161	  0.252	  0.150	 -0.001	  0.233	  0.087	  0.029	  0.009
          0.094	 -0.623	 -0.089	  0.534	  0.356	 -0.579	  0.222	  0.076	  0.162	  0.253	  0.150	 -0.001	  0.232	  0.085	  0.040	  0.005
          0.095	 -0.619	 -0.082	  0.537	  0.350	 -0.578	  0.228	  0.074	  0.160	  0.249	  0.148	 -0.005	  0.227	  0.086	  0.043	  0.008
          0.096	 -0.610	 -0.093	  0.517	  0.351	 -0.564	  0.212	  0.072	  0.161	  0.249	  0.150	 -0.005	  0.226	  0.086	  0.033	  0.010
          0.097	 -0.594	 -0.089	  0.505	  0.342	 -0.549	  0.207	  0.081	  0.170	  0.259	  0.159	  0.005	  0.235	  0.086	  0.021	  0.010
          0.098	 -0.586	 -0.107	  0.478	  0.347	 -0.532	  0.185	  0.099	  0.187	  0.276	  0.177	  0.023	  0.251	  0.086	 -0.004	  0.010
          0.099	 -0.587	 -0.129	  0.460	  0.358	 -0.523	  0.166	  0.112	  0.200	  0.287	  0.188	  0.032	  0.259	  0.085	 -0.021	  0.008
          0.100	 -0.585	 -0.135	  0.452	  0.360	 -0.518	  0.159	  0.123	  0.209	  0.293	  0.196	  0.038	  0.266	  0.086	 -0.030	  0.007
          0.101	 -0.607	 -0.151	  0.455	  0.379	 -0.530	  0.152	  0.124	  0.209	  0.290	  0.192	  0.033	  0.259	  0.082	 -0.037	  0.006
          0.102	 -0.634	 -0.181	  0.453	  0.407	 -0.543	  0.136	  0.121	  0.204	  0.284	  0.185	  0.026	  0.248	  0.079	 -0.043	  0.003
          0.103	 -0.626	 -0.177	  0.450	  0.402	 -0.538	  0.136	  0.118	  0.203	  0.283	  0.183	  0.024	  0.245	  0.081	 -0.043	  0.004
          0.104	 -0.615	 -0.163	  0.453	  0.388	 -0.534	  0.145	  0.117	  0.201	  0.283	  0.180	  0.020	  0.242	  0.080	 -0.035	  0.004
          0.105	 -0.620	 -0.164	  0.458	  0.391	 -0.538	  0.147	  0.114	  0.196	  0.277	  0.175	  0.014	  0.237	  0.079	 -0.034	 -0.001
          0.106	 -0.630	 -0.171	  0.461	  0.400	 -0.546	  0.145	  0.110	  0.191	  0.270	  0.166	  0.007	  0.230	  0.077	 -0.035	 -0.004
          0.107	 -0.632	 -0.173	  0.460	  0.402	 -0.546	  0.143	  0.106	  0.190	  0.269	  0.164	  0.005	  0.229	  0.077	 -0.035	 -0.004
          0.108	 -0.632	 -0.154	  0.478	  0.393	 -0.555	  0.162	  0.096	  0.177	  0.258	  0.150	 -0.007	  0.218	  0.074	 -0.024	  0.001
          0.109	 -0.635	 -0.142	  0.493	  0.389	 -0.565	  0.175	  0.086	  0.167	  0.248	  0.140	 -0.018	  0.207	  0.071	 -0.011	  0.001
          0.110	 -0.633	 -0.158	  0.477	  0.395	 -0.555	  0.160	  0.082	  0.166	  0.243	  0.137	 -0.022	  0.204	  0.069	 -0.013	  0.001
          0.111	 -0.623	 -0.165	  0.459	  0.393	 -0.541	  0.147	  0.083	  0.167	  0.245	  0.137	 -0.022	  0.205	  0.068	 -0.021	  0.002
          0.112	 -0.612	 -0.158	  0.454	  0.385	 -0.533	  0.148	  0.084	  0.168	  0.248	  0.140	 -0.021	  0.208	  0.069	 -0.022	  0.003
          0.113	 -0.633	 -0.166	  0.468	  0.399	 -0.550	  0.151	  0.083	  0.168	  0.248	  0.141	 -0.019	  0.209	  0.067	 -0.025	  0.004
          0.114	 -0.649	 -0.172	  0.479	  0.410	 -0.564	  0.154	  0.083	  0.166	  0.245	  0.140	 -0.019	  0.208	  0.063	 -0.028	  0.002
          0.115	 -0.644	 -0.173	  0.472	  0.408	 -0.558	  0.149	  0.081	  0.165	  0.242	  0.138	 -0.022	  0.205	  0.062	 -0.029	  0.004
          0.116	 -0.635	 -0.167	  0.469	  0.401	 -0.552	  0.151	  0.085	  0.167	  0.245	  0.141	 -0.018	  0.210	  0.064	 -0.026	  0.007
          0.117	 -0.624	 -0.156	  0.469	  0.390	 -0.546	  0.157	  0.088	  0.170	  0.247	  0.145	 -0.016	  0.212	  0.066	 -0.024	  0.009
          0.118	 -0.622	 -0.152	  0.470	  0.387	 -0.546	  0.160	  0.088	  0.171	  0.248	  0.147	 -0.015	  0.212	  0.065	 -0.021	  0.009
          0.119	 -0.626	 -0.167	  0.460	  0.396	 -0.543	  0.146	  0.099	  0.181	  0.260	  0.158	 -0.004	  0.222	  0.063	 -0.035	  0.006
          0.120	 -0.634	 -0.191	  0.445	  0.412	 -0.540	  0.127	  0.105	  0.186	  0.265	  0.164	  0.003	  0.228	  0.065	 -0.052	  0.007
          0.121	 -0.640	 -0.201	  0.441	  0.420	 -0.540	  0.120	  0.104	  0.185	  0.264	  0.164	  0.002	  0.227	  0.064	 -0.056	  0.006
          0.122	 -0.645	 -0.193	  0.453	  0.418	 -0.549	  0.130	  0.102	  0.184	  0.264	  0.163	  0.002	  0.226	  0.063	 -0.052	  0.005
          0.123	 -0.646	 -0.164	  0.483	  0.404	 -0.564	  0.160	  0.091	  0.174	  0.253	  0.150	 -0.010	  0.215	  0.062	 -0.034	  0.006
          0.124	 -0.634	 -0.149	  0.485	  0.391	 -0.559	  0.168	  0.095	  0.177	  0.255	  0.150	 -0.011	  0.214	  0.060	 -0.031	  0.009
          0.125	 -0.630	 -0.154	  0.476	  0.392	 -0.553	  0.161	  0.100	  0.180	  0.258	  0.155	 -0.006	  0.219	  0.060	 -0.038	  0.007
          0.126	 -0.634	 -0.182	  0.453	  0.407	 -0.543	  0.136	  0.100	  0.178	  0.256	  0.152	 -0.008	  0.217	  0.059	 -0.049	  0.005
          0.127	 -0.640	 -0.210	  0.430	  0.425	 -0.535	  0.110	  0.098	  0.178	  0.259	  0.150	 -0.009	  0.217	  0.058	 -0.057	  0.004
          0.128	 -0.651	 -0.209	  0.443	  0.430	 -0.547	  0.117	  0.089	  0.169	  0.246	  0.139	 -0.021	  0.208	  0.058	 -0.045	  0.004
          0.129	 -0.660	 -0.188	  0.472	  0.423	 -0.566	  0.142	  0.070	  0.153	  0.232	  0.120	 -0.036	  0.194	  0.056	 -0.024	  0.004
          0.130	 -0.668	 -0.178	  0.490	  0.423	 -0.580	  0.156	  0.059	  0.141	  0.221	  0.110	 -0.049	  0.180	  0.053	 -0.011	  0.002
          0.131	 -0.669	 -0.178	  0.492	  0.423	 -0.581	  0.157	  0.060	  0.140	  0.218	  0.106	 -0.050	  0.178	  0.053	 -0.009	  0.004
          0.132	 -0.665	 -0.178	  0.488	  0.421	 -0.577	  0.155	  0.059	  0.141	  0.221	  0.107	 -0.050	  0.181	  0.055	 -0.008	  0.006
          0.133	 -0.669	 -0.189	  0.480	  0.428	 -0.575	  0.145	  0.067	  0.147	  0.225	  0.114	 -0.044	  0.185	  0.055	 -0.015	  0.006
          0.134	 -0.661	 -0.178	  0.483	  0.419	 -0.573	  0.152	  0.069	  0.150	  0.230	  0.119	 -0.040	  0.190	  0.058	 -0.011	  0.004
          0.135	 -0.660	 -0.181	  0.479	  0.420	 -0.570	  0.148	  0.072	  0.152	  0.231	  0.121	 -0.035	  0.192	  0.059	 -0.018	  0.006
          0.136	 -0.657	 -0.197	  0.461	  0.427	 -0.559	  0.132	  0.082	  0.162	  0.240	  0.132	 -0.026	  0.201	  0.058	 -0.033	  0.007
          0.137	 -0.645	 -0.204	  0.442	  0.424	 -0.543	  0.118	  0.089	  0.172	  0.250	  0.144	 -0.017	  0.210	  0.061	 -0.043	  0.006
          0.138	 -0.643	 -0.212	  0.431	  0.427	 -0.537	  0.110	  0.096	  0.177	  0.254	  0.149	 -0.010	  0.214	  0.064	 -0.054	  0.006
          0.139	 -0.648	 -0.214	  0.435	  0.430	 -0.542	  0.111	  0.103	  0.184	  0.260	  0.156	 -0.004	  0.221	  0.064	 -0.062	  0.007
          0.140	 -0.655	 -0.209	  0.447	  0.432	 -0.550	  0.118	  0.110	  0.190	  0.264	  0.163	  0.002	  0.228	  0.066	 -0.064	  0.009
          0.141	 -0.649	 -0.204	  0.446	  0.426	 -0.547	  0.120	  0.110	  0.189	  0.263	  0.162	  0.003	  0.230	  0.067	 -0.061	  0.009
          0.142	 -0.648	 -0.211	  0.437	  0.429	 -0.542	  0.113	  0.110	  0.191	  0.264	  0.163	  0.006	  0.231	  0.067	 -0.065	  0.009
          0.143	 -0.651	 -0.214	  0.439	  0.432	 -0.545	  0.113	  0.108	  0.186	  0.262	  0.159	  0.003	  0.228	  0.067	 -0.062	  0.007
          0.144	 -0.648	 -0.205	  0.444	  0.426	 -0.545	  0.119	  0.105	  0.182	  0.258	  0.153	 -0.004	  0.223	  0.065	 -0.059	  0.008
          0.145	 -0.652	 -0.200	  0.453	  0.425	 -0.552	  0.127	  0.101	  0.178	  0.254	  0.148	 -0.009	  0.217	  0.062	 -0.054	  0.006
          0.146	 -0.663	 -0.208	  0.456	  0.435	 -0.560	  0.124	  0.091	  0.170	  0.243	  0.139	 -0.018	  0.208	  0.063	 -0.049	  0.004
          0.147	 -0.681	 -0.226	  0.456	  0.453	 -0.568	  0.115	  0.082	  0.162	  0.237	  0.130	 -0.026	  0.200	  0.062	 -0.046	  0.002
          0.148	 -0.689	 -0.230	  0.460	  0.459	 -0.574	  0.115	  0.077	  0.158	  0.235	  0.124	 -0.032	  0.193	  0.060	 -0.041	  0.001
          0.149	 -0.677	 -0.217	  0.461	  0.447	 -0.569	  0.121	  0.076	  0.158	  0.234	  0.123	 -0.035	  0.191	  0.059	 -0.035	  0.001
          0.150	 -0.670	 -0.208	  0.463	  0.439	 -0.567	  0.127	  0.077	  0.158	  0.236	  0.123	 -0.036	  0.191	  0.058	 -0.030	  0.003
          0.151	 -0.666	 -0.205	  0.461	  0.435	 -0.564	  0.128	  0.076	  0.159	  0.234	  0.121	 -0.039	  0.189	  0.056	 -0.030	  0.004
          0.152	 -0.671	 -0.196	  0.476	  0.433	 -0.574	  0.140	  0.075	  0.158	  0.233	  0.120	 -0.041	  0.190	  0.057	 -0.026	  0.004
          0.153	 -0.683	 -0.195	  0.488	  0.439	 -0.586	  0.146	  0.077	  0.159	  0.234	  0.120	 -0.038	  0.191	  0.054	 -0.022	  0.004
          0.154	 -0.678	 -0.199	  0.480	  0.438	 -0.580	  0.141	  0.080	  0.163	  0.238	  0.124	 -0.035	  0.192	  0.054	 -0.027	 -0.001
          0.155	 -0.673	 -0.204	  0.470	  0.439	 -0.572	  0.133	  0.086	  0.168	  0.244	  0.132	 -0.032	  0.197	  0.056	 -0.035	 -0.001
          0.156	 -0.669	 -0.209	  0.460	  0.439	 -0.565	  0.126	  0.092	  0.173	  0.248	  0.139	 -0.024	  0.203	  0.057	 -0.044	  0.003
          0.157	 -0.662	 -0.213	  0.451	  0.438	 -0.556	  0.119	  0.093	  0.174	  0.252	  0.145	 -0.018	  0.206	  0.058	 -0.049	  0.002
          0.158	 -0.657	 -0.214	  0.444	  0.435	 -0.550	  0.115	  0.099	  0.180	  0.258	  0.148	 -0.015	  0.210	  0.057	 -0.054	  0.004
          0.159	 -0.645	 -0.207	  0.439	  0.426	 -0.542	  0.116	  0.108	  0.189	  0.266	  0.157	 -0.004	  0.218	  0.057	 -0.060	  0.002
          0.160	 -0.635	 -0.202	  0.434	  0.418	 -0.535	  0.117	  0.116	  0.195	  0.273	  0.165	  0.004	  0.225	  0.059	 -0.062	  0.002
          0.161	 -0.637	 -0.201	  0.436	  0.418	 -0.536	  0.117	  0.120	  0.199	  0.278	  0.171	  0.011	  0.230	  0.060	 -0.067	  0.003
          0.162	 -0.642	 -0.205	  0.438	  0.423	 -0.540	  0.117	  0.120	  0.196	  0.278	  0.171	  0.013	  0.230	  0.059	 -0.068	  0.003
          0.163	 -0.651	 -0.210	  0.441	  0.430	 -0.546	  0.115	  0.118	  0.196	  0.272	  0.164	  0.003	  0.223	  0.059	 -0.063	  0.003
          0.164	 -0.652	 -0.211	  0.441	  0.431	 -0.546	  0.115	  0.112	  0.191	  0.269	  0.161	  0.002	  0.221	  0.060	 -0.059	  0.003
